page_num,position,link,title,source,date,snippet,thumbnail
17,9,https://www.theverge.com/2021/12/24/22852773/intel-apology-china-xinjiang-labor-goods,Intel apologizes to China for following US sanctions targeting ...,The Verge,"Dec 24, 2021","Intel has issued an apology to partners and customers in China after it 
told local suppliers it would not be using labor or goods sourced...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQCerpyHzKw9f9tuw5tXtzOgcLV9dnK1k13DAsuzI&usqp=CAI&s
17,10,https://www.wmur.com/article/manchester-lawmaker-apologizes-racial-slur-new-hampshire-21522/39097589,Manchester lawmaker apologizes for using racial slur,WMUR,"Feb 16, 2022","Manchester lawmaker apologizes for using racial slur ... a racial slur to 
intimidate a young Black man in New Hampshire has apologized.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGh7P3ge2dHUnxiGJVdL_PaQ7_wZQ8WtTJSORhXZNiIkKe03b0ZU1AXIU&usqp=CAI&s
18,1,https://whyy.org/articles/krasner-apologizes-for-comments-on-phillys-violence-crisis/,Krasner apologizes for comments on Philly’s violence crisis,WHYY,"Dec 13, 2021","Krasner made a new statement during his weekly violence update, this time 
from the Love Zion Baptist Church in North Philadelphia — not far from...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1ac557884fd1a2f5ca9ee13da130f75262827c9c90fc14c536.jpeg
18,2,https://www.espn.com/nfl/story/_/id/32511247/chiefs-safety-tyrann-mathieu-apologizes-criticizing-kansas-city-fans-social-media,Safety Tyrann Mathieu apologizes for criticizing some Kansas City Chiefs fans on social media,ESPN,"Oct 30, 2021","-- Tyrann Mathieu apologized for his recent comments on social media that 
were critical of some Kansas City Chiefs fans, saying, ""That was a...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a7900b77fb19a1058ef6e3a40ee16663c9b5bb6cc73392427.jpeg
18,3,https://nypost.com/2022/04/09/steve-cishek-apologizes-for-hitting-mets-francisco-lindor/,Nationals' Steve Cishek apologizes for hitting Mets' Francisco Lindor,New York Post,1 month ago,"There wasn't much excuse-making or finger-pointing coming out of the home 
clubhouse Friday night after relief pitcher Steve Cishek hit Francisco...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a34c3c6059eb67507e50727b3ce19688a8b73dc80867c1132.jpeg
18,4,https://www.benningtonbanner.com/news/banik-apologizes-for-walking-out-during-bigotry-talk/article_24c95b64-5244-11ec-bd53-c33fc1a7b0dc.html,Banik apologizes for walking out during bigotry talk,Bennington Banner,"Nov 30, 2021","Don't miss the big stories. Like us on Facebook. WESTMINSTER — The 
chairwoman of the Bellows Falls Union High School Board apologized Monday 
for...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a58e1639cee1868f7360b98d98dbd216e8081e3f5fdeb948e.png
18,5,https://www.cbc.ca/news/canada/calgary/suzuki-pipeline-apology-blown-up-1.6262738,David Suzuki apologizes for saying pipelines could be 'blown up',CBC,"Nov 25, 2021","Environmentalist David Suzuki has apologized for saying pipelines would be 
""blown up"" if government leaders don't take action on climate...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a2c5bb1705850512c4720cfd17096797219217398611ea16a.jpeg
18,6,https://www.npr.org/2021/12/04/1061491812/nevada-indigenous-indian-native-schools-governor-apologizes,Nevada's governor apologizes for the state's past role in ...,NPR,"Dec 4, 2021","James, a member of the Washoe Tribe of Nevada and California, was among the 
more than 20,000 students who were sent to the boarding school as...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a64235cbccd87393f5e37d74ec034c863ca6a61309501787b.jpeg
18,7,https://www.cnn.com/2021/11/01/us/american-psychological-association-apologizes-racism/index.html,American Psychological Association apologizes for contributing to systemic racism,CNN,"Nov 1, 2021","(CNN) The country's leading scientific and professional psychology 
organization has issued a formal apology to communities of color for...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a90aaf8cfc7e3d838753e6962bfc2f7c85c614af890d12ad7.jpeg
18,8,https://www.timesofisrael.com/leftist-jewish-magazine-apologizes-for-running-israel-fellowship-ad/,Leftist US Jewish magazine apologizes for running Israel fellowship ad,The Times of Israel,"Dec 24, 2021","JTA — The left-wing magazine Jewish Currents has apologized for running an 
advertisement this week for the Dorot Fellowship,...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1abc0007b071e6a3680b0e5a74130bf07a8185e664f1905d15.jpeg
18,9,https://globalnews.ca/news/8527177/bccdc-flip-flop-isolation-apology/,BC Centre for Disease Control apologizes for isolation guidance flip flops,Global News,"Jan 20, 2022","On Tuesday, the BC CDC posted guidance reducing the isolation requirement 
for all COVID-19 test positive cases to five days no matter the...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1a4216a624d2b63228eea371878749e724be5fd74f778398de.jpeg
18,10,https://wdet.org/2022/01/21/hamtramck-district-court-judge-apologizes-for-wishing-jail-on-man-with-weedy-yard/,Hamtramck District Court judge apologizes for wishing jail on ...,WDET,"Jan 21, 2022","I'm very embarrassed that I did so,” said Alexis Krot, a judge in 
Hamtramck's District Court. “I apologize to the person who appeared before 
me...",https://serpapi.com/searches/627ab583d5a531ab00b72213/images/f73e9ae8ad98cd1af8a111606966dbf0775c5a2a3f7c672aee0abe4f98b009dc.jpeg
19,1,https://www.ajc.com/education/dekalb-superintendent-apologizes-for-job-description-sent-to-teachers/SDLJQTEXNFDJFBPWGUKIOLKUYE/,DeKalb superintendent apologizes for job description sent to teachers,Atlanta Journal-Constitution,1 month ago,"DeKalb County School District Superintendent Cheryl Watson-Harris 
apologized this week for the “upsetting and questionable” job 
descriptions...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e4887f5b667b22680a53028d819fa2968ed37f4d898c69569.jpeg
19,2,https://www.cbsnews.com/news/weber-grills-apology-meat-loaf-singer-death/,Weber grill maker apologizes for poorly timed meatloaf recipe,CBS News,"Jan 24, 2022","Marvin Lee Aday, also known as Meat Loaf,"" Weber said. ""We want to express 
our deepest apologies for this oversight and for any offense this...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e9521a31295bba29f8afc1e196a119249185a8e8cb9694df1.jpeg
19,3,https://www.cbssports.com/college-football/news/ole-miss-apologizes-for-savagely-trolling-ex-coach-hugh-freeze-after-beating-liberty-his-current-team/,"Ole Miss apologizes for savagely trolling ex-coach Hugh Freeze after beating Liberty, his current team",CBS Sports,"Nov 6, 2021","Ole Miss has apologized for a pair of now-deleted tweets following its 
27-14 win against Liberty on Saturday, a game that marked the return...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e5c69d5821180890cbc847abea450757198e804c9587324c1.jpeg
19,4,https://www.cnbc.com/2022/01/31/joe-rogan-apologizes-to-spotify-and-musicians.html,Joe Rogan apologizes to Spotify and musicians amid boycott over his podcast,CNBC,"Jan 31, 2022","Podcaster Joe Rogan has apologized to Spotify, while also addressing the 
controversy around his podcast. Musicians Neil Young and Joni...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e2e73286ab3a7f3a75473e016c44d84605ee5ed147e75a1a2.jpeg
19,5,https://www.theglobeandmail.com/politics/article-senator-apologizes-for-saying-defeated-mp-lying-about-falling-victim/,Senator apologizes for saying defeated MP Kenny Chiu was ...,The Globe and Mail,1 month ago,"A Conservative senator apologized Wednesday for accusing a member of his 
own party of lying in a still-simmering debate over whether a...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e24b3c10d9746a6555334ec6905aef59aa642ccb7acd15686.jpeg
19,6,https://www.thedrum.com/news/2022/01/14/eon-apologizes-sending-socks-customers-concerned-about-the-fuel-crisis,E.On Apologizes For Sending Socks To Customers ...,The Drum,"Jan 14, 2022","The energy provider took to social media to issue an apology for 
trivializing the UK fuel crisis. The tweet said: “If you recently received 
a...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9eeab58447d92e0e9d4777079206aecf023ad4f28b5b156327.jpeg
19,7,https://www.si.com/college/clemson/mens-basketball/clemsons-collins-apologizes-for-ugly-foul-on-dukes-moore,Clemson's Collins Apologizes for Ugly Foul on Duke's Moore,Sports Illustrated,"Feb 11, 2022","CLEMSON, S.C. -- Clemson's David Collins issued a public apology to Duke's 
Wendell Moore after being ejected for a horrific foul late in the...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9efee6ff832e984d5c8ccb002f931d0df176d936153e544287.jpeg
19,8,https://pagesix.com/2022/03/09/love-is-blind-star-shake-apologizes-to-deepti-amid-backlash/,'Love Is Blind' star Shake finally apologizes to Deepti amid backlash,Page Six,"Mar 9, 2022","I'm sorry, Deepti.” Despite Shake's attempt to take accountability for his 
actions, many fans weren't buying his apology – and called him out in...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e7bb305cab9b751f4354a514a8c74db1b9a291a857b61ab88.jpeg
19,9,https://www.sltrib.com/religion/2022/02/13/saying-he-has-been/,"Saying he has been 'corrected,' LDS leader Brad Wilcox again ...",The Salt Lake Tribune,"Feb 13, 2022","“Once again, I apologize,” Wilcox added, “and am grateful, more than ever, 
for the atonement of Jesus Christ, which allows us to trust in...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9e76605d616ac37b4d5448e19f02c9e7cd5437dea35bd43cca.jpeg
19,10,https://screenrant.com/elden-rings-too-hard-creator-apology/,Elden Ring's Creator Apologizes to Players Who Think Game is Too Hard,Screen Rant,"Feb 28, 2022","Hidetaka Miyazaki, Elden Ring's creator, has apologized to players who 
think the game is too difficult. Developer FromSoftware's newest...",https://serpapi.com/searches/627ab584c90e0a5b8c4e6a8c/images/6a065be6c62b9a9eb1e7cc60546ad6a717f239bf35113efc00e550ff5192dcf2.jpeg
20,1,https://www.npr.org/2021/09/04/1034368231/facebook-apologizes-ai-labels-black-men-primates-racial-bias,"Facebook Apologizes For ""Primates"" Label On Video Of Black ...",NPR,"Sep 4, 2021","Facebook issued an apology on behalf of its artificial intelligence 
software that asked users watching a video featuring Black men if they...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8df0fcea66e8a9e4dd0ed8404966c5c76a2c97012e893e74b7f.jpeg
20,2,https://www.foxbusiness.com/economy/southwest-apologizes-delays-cancellations-technology-issues,"Southwest apologizes for delays, cancellations, blames technology issues",Fox Business,1 month ago,"Southwest Airlines flights were delayed and canceled early Saturday 
morning. In a statement to Fox Business, the airline cited ""intermittent...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8df46e1b80429db2cc80136f124cdd8db23cf9ba9438c459b5f.jpeg
20,3,https://nypost.com/2022/03/18/disney-world-apologizes-for-schools-racist-indianettes-performance/,Disney World apologizes for school's 'racist' Indianettes performance,New York Post,1 month ago,"Walt Disney World has reportedly denounced a routine by a high school drill 
team that was accused of “racism” and borrowing from Native...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8df1d5f972fd7af476fd669ca101d3ff7a0b1cbaaa137e9e83c.jpeg
20,4,https://www.nbcnews.com/pop-culture/pop-culture-news/j-balvin-issues-apology-controversial-perra-music-video-rcna3717,J Balvin apologizes for controversial 'Perra' music video,NBC News,"Oct 26, 2021","J Balvin apologizes for controversial 'Perra' music video. The video, which 
showed the Colombian artist tugging at two Black women on leashes,...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8df53c228910fc878f30c68be639ede730329e0ef97c1b6eec9.jpeg
20,5,https://www.wisn.com/article/could-have-died-uw-milwaukee-apologizes-for-carbon-monoxide-sickening/39316376,'I could've died': UW-Milwaukee apologizes for carbon monoxide sickening,WISN,"Mar 3, 2022","They are angry there were no carbon monoxide detectors in their residence 
hall. Advertisement. About 400 students were evacuated from Cambridge...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8dfe351819acdec5332fce7c9f9d5eef80def133597df07b218.jpeg
20,6,https://www.alxnow.com/2022/04/04/city-apologizes-for-delays-in-flood-mitigation-grant-program/,City apologizes for delays in flood mitigation grant program,ALXnow,1 month ago,"Nearly a year after Alexandria launched a flood mitigation program to 
reimburse projects on private properties, the city is apologizing for...",https://serpapi.com/searches/627ab589f716ee12a60a39cc/images/39bdf162bb7bf8df6d66a8bc1604640b283a6b0b34ffa67f5ed872f9414e0530.jpeg
20,7,https://www.okayplayer.com/culture/patton-oswalt-dave-chappelle-instagram-photo.html,Patton Oswalt Apologizes For Posting Photo With Longtime Friend Dave Chappelle,Okayplayer,"Jan 7, 2022","After posting a New Year's Eve photo alongside Dave Chappelle, Patton 
Oswalt has apologized to the trans community while offering sympathy for 
his longtime...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYFETHy0iSETHOg2bQc20AfRluJ_vKQekEpJZJxIoZPav6U3Mjo--7Fc4&usqp=CAI&s
20,8,https://www.alaskapublic.org/2022/02/28/ketchikan-school-district-apologizes-for-racist-remarks-by-students-at-basketball-game/,Ketchikan school district apologizes for racist remarks by ...,Alaska Public Media,"Feb 28, 2022","Ketchikan's school district released key findings of its weeks-long 
investigation into allegations of racial insensitivity by some fans at a...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHZXqD1uEcdARnXlFE2jDQKeWB-p91ssuViw1AFP_ZaU94639QNGchngI&usqp=CAI&s
20,9,https://www.bostonherald.com/2022/04/05/0406-bh-n-blue/,JetBlue CEO apologizes for weekend disruptions,Boston Herald,1 month ago,"“Obviously we don't want to cancel flights, we apologize to anyone who was 
caught up in this or disrupted,” he said.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX5fkwG5gkc1vLnerXu2SW0IAi-E6p6ZC2cXTuv1GcE-8SE-E8rv2mQDw&usqp=CAI&s
20,10,https://www.nbc12.com/2021/10/27/warsaw-councilman-apologizes-blackening-face-portray-movie-character/,Warsaw councilman apologizes for blackening face to portray ...,NBC12,"Oct 26, 2021","Although he didn't respond to NBC12′s emails trying to get his side of the 
story for two days, he posted on Facebook apologizing, “I made a...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQbSzuRp-v802qteFlK49DUTucMbs7VEqshn8oibRl9UzsOiOTGkiv768&usqp=CAI&s
21,1,https://www.wspa.com/news/local-news/hendersonville-pd-apologizes-for-ill-timed-photo-on-facebook/,Hendersonville PD apologizes for ‘ill- timed photo’ on Facebook,WSPA,"Mar 3, 2022","Hendersonville PD apologizes for 'ill- timed photo' on Facebook ... 
HENDERSONVILLE, N.C. (WSPA) – The Hendersonville Police Department 
apologized...",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27a25edb162661cc340d751ac44c7ba60ddb755ac2b82eb8906.jpeg
21,2,https://www.washingtonpost.com/world/2022/02/08/pope-benedict-munich-abuse-responsibility-vatican/,Benedict XVI apologizes for clerical abuse but admits no ...,The Washington Post,"Feb 8, 2022","ROME — Pope Emeritus Benedict XVI on Tuesday expressed his “profound shame” 
to the victims of clerical abuse, and he said he was pained by...",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27a6b9e139acf7e70db377caa2cb57c19aaec0eed19e2ac1d7a.jpeg
21,3,https://www.npr.org/2021/11/30/1060202062/alice-sebold-apologizes-to-the-man-exonerated-for-the-rape-that-her-memoir-focus,Lovely Bones Author Alice Sebold Apologizes to Anthony ...,NPR,"Nov 30, 2021","Nearly four decades after identifying the wrong person as the man who raped 
her in college, author Alice Sebold has apologized and her...",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27a7f68fb659b6b507a8ce468ef4a78779a843c3c5c71bc46c9.jpeg
21,4,https://www.spokesman.com/stories/2022/feb/03/haskell-apologizes-for-wifes-racist-comments-on-so/,"Haskell apologizes for wife's racist comments on social media, but advocates say prosecutor needs to do more",The Spokesman-Review,"Feb 3, 2022","Spokane County Prosecutor Larry Haskell has issued a formal apology for 
racist comments his wife made on social media.",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27ad7e2e111da32fdff67de92ec0f702f2eaefac42c71c8e77f.jpeg
21,5,https://www.vallejosun.com/benicia-elementary-school-apologizes-for-handing-out-thin-blue-line-t-shirts/,Benicia elementary school apologizes for handing out 'thin ...,The Vallejo Sun,"Feb 11, 2022","T-shirts featuring this ""thin blue line"" design were handed out to fifth 
grade students at Robert Semple Elementary School in Benicia. BENICIA –...",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27adb161e5e016867d07e83b6bc1ddcfa9ae854c3a34e8dd35f.jpeg
21,6,https://therecord.media/okta-apologizes-for-waiting-two-months-to-notify-customers-of-lapsus-breach/,Okta apologizes for waiting two months to notify customers of Lapsus$ breach,The Record by Recorded Future,1 month ago,"Okta chief security officer David Bradbury publicly apologized for the 
incident last Wednesday but the company released a more detailed...",https://serpapi.com/searches/627ab58b5c5606fd2d564177/images/56792d0a47afc27aa984b5256eaa51db69cc17675e44fd88a078aaf644c82e15.jpeg
21,7,https://www.wglt.org/local-news/2022-02-17/unit-5-apologizes-for-sudden-rollout-of-mask-optional-policy-in-schools,Unit 5 apologizes for sudden rollout of mask-optional policy in ...,WGLT,"Feb 17, 2022","It's been a whirlwind month for educators, administrators, students, and 
their families, following a Springfield judge's ruling that voided the...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW0Ev1dV6MURv6ih1cFXIvQEkj_lQ5P6_6VBN_cz-5Q3IOisHinyrbonk&usqp=CAI&s
21,8,https://www.nytimes.com/2021/09/30/us/san-jose-apology-chinese-community.html,San Jose Apologizes for Decades of Discrimination Against Chinese,The New York Times,"Sep 30, 2021","The city of San Jose, Calif., apologized this week to Chinese immigrants 
and their descendants, acknowledging its role in nearly a century...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpXaMInvOqATfiIwxYIjOwtbza6nobHtwmiTLvkOTuyIXP0bCjBqj1amE&usqp=CAI&s
21,9,https://www.ksnt.com/news/local-news/washburn-fraternity-apologizes-for-disturbing-image/,Washburn fraternity apologizes for ‘disturbing image’,KSNT,"Feb 3, 2022","TOPEKA (KSNT) – The Washburn University fraternity Kappa Sigma Gamma-Nu 
chapter has released an apology for a possibly racially insensitive...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT28S6ZFijeJxTbIm2G_bR6epeOfdfsWUAYeixgCUaghvHo6uqQgYVEjKg&usqp=CAI&s
21,10,https://www.si.com/nba/2022/01/17/lebron-james-apologizes-to-lakers-fans,LeBron James apologizes to Lakers fans,Sports Illustrated,"Jan 16, 2022","The Lakers are off to a disappointing start to their season and LeBron 
James decided to address fans on Sunday in the form of an apology to...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsDL5fQzVypFKMHAFzAqgMx567aWj8Tz0KLKVkk6s&usqp=CAI&s
